,4132
A,"Laptop Lenovo ThinkBook 14 G3 ACL R7 5700U/8GB/512GB/14""FHD/Win 10"
B,https://fptshop.com.vn//may-doi-tra/may-tinh-xach-tay-cu-gia-re/lenovo-thinkbook-14-g3-acl-r7-5700u-htm
C,21.490.000
D,1 máy
E,323 x 217.5 x 17.9 mm
F,1.4 kg
G,"Khung màn hình: Nhựa ABS, Mặt bàn phím + kê tay: Nhôm, Mặt bên ngoài cùng: Nhôm, Mặt lưng máy: Nhôm"
H,AMD
I,Ryzen 7
J,5700U
K,1.80 GHz
L,4.30 GHz
M,8
N,16
O,8 MB
P,
Q,8 GB (1 thanh 8 GB)
R,DDR4
S,3200 MHz
T,1
U,1
V,1
W,40 GB
X,14.0 inch
Y,"IPS LCD LED Backlit, True Tone"
Z,1920 x 1080 Pixels
AA,LED
AB,60 Hz
AC,IPS
AD,300 nits
AE,16:09
AF,700:1
AG,Không
AH,AMD
AI,Radeon
AJ,
AK,Share
AL,
AM,
AN,
AO,SSD
AP,Không
AQ,2
AR,1
AS,M.2 NVMe
AT,512 GB
AU,"1 Card reader, 1 HDMI, 1 Jack 3.5 mm, 1 LAN, 2 Type C, 2 USB 3.0"
AV,802.11 ax
AW,v5.1
AX,HD Webcam (720p Webcam)
AY,
AZ,"6-row, multimedia Fn keys"
BA,Không
BB,Không
BC,
BD,3 Cell
BE,45 W
BF,Windows
BG,Windows 10
BH,64 bit
BI,
BJ,
BK,45% NTSC
BL,
BM,Multi-touch touchpad
BN,Lithium polymer
BO,
BP,
BQ,
BR,
BS,
BT,
BU,
BV,
BW,
BX,
