,3478
A,"Laptop Dell Vostro V3400 C734G i5 1135G7/8GB/256GB+1TB/14.0""FHD/Win 10 Pro_NK"
B,https://fptshop.com.vn//may-doi-tra/may-tinh-xach-tay-cu-gia-re/dell-vostro-v3400-c734g-i5-1135g7-win-10-pro-nk-htm
C,19.590.000
D,12 máy
E,358.5 x 235 x 4.1 ~ 15.6 mm
F,1.65 kg
G,Mặt bàn phím + kê tay: Nhựa
H,Intel
I,Core i5
J,1135G7
K,2.40 GHz
L,4.20 GHz
M,4
N,8
O,4 MB
P,
Q,8 GB (1 thanh 8 GB)
R,DDR4
S,3200 MHz
T,2
U,1
V,0
W,16 GB
X,14.0 inch
Y,Anti-glare LED-backlit
Z,1920 x 1080 Pixels
AA,LED
AB,60 Hz
AC,TN
AD,250 nits
AE,16:09
AF,400:1
AG,Không
AH,Intel
AI,600
AJ,650 MHz
AK,Share
AL,
AM,
AN,
AO,"HDD, SSD"
AP,
AQ,2
AR,0
AS,M2. PCIe
AT,256 GB
AU,"1 Card reader, 1 DC-in jack, 1 HDMI, 1 LAN, 1 USB 2.0, 2 USB 3.0"
AV,802.11 ac
AW,v5.0
AX,HD Webcam (720p Webcam)
AY,2
AZ,English International Non-backlit Keyboard
BA,Không
BB,Không
BC,
BD,3 Cell
BE,65 W
BF,Windows
BG,Windows 10 Pro
BH,64 bit
BI,
BJ,Bản lề đôi
BK,45% NTSC
BL,
BM,Multi-touch touchpad
BN,Lithium polymer
BO,200 MHz
BP,Realtek ALC3204
BQ,1 quạt
BR,
BS,
BT,
BU,
BV,
BW,
BX,
