,1984
A,"Laptop Lenovo Ideapad Slim 5 15ITL05 i5 1135G7/16GB/512GB/15.6""FHD/Win 10"
B,https://fptshop.com.vn//may-doi-tra/may-tinh-xach-tay-cu-gia-re/lenovo-ideapad-slim-5-15itl05-i5-1135g7-16gb-htm
C,20.190.000
D,1 máy
E,
F,
G,
H,Intel
I,Core i5
J,1135G7
K,2.40 GHz
L,
M,
N,
O,
P,
Q,16 GB
R,DDR4
S,
T,
U,
V,
W,
X,15.6 inch
Y,"IPS LCD LED Backlit, True Tone"
Z,1920 x 1080 Pixels
AA,
AB,
AC,
AD,
AE,
AF,
AG,
AH,
AI,
AJ,
AK,
AL,
AM,
AN,
AO,
AP,
AQ,
AR,
AS,
AT,
AU,
AV,
AW,
AX,
AY,
AZ,
BA,
BB,
BC,
BD,2 Cell
BE,
BF,
BG,Windows 10
BH,
BI,
BJ,
BK,
BL,
BM,
BN,
BO,
BP,
BQ,
BR,
BS,
BT,
BU,
BV,
BW,
BX,
